"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"United Kingdom","Electricity - Own use by pump-storage plants","2021","Kilowatt-hours, million","2512.15",""
"United Kingdom","Electricity - Own use by pump-storage plants","2020","Kilowatt-hours, million","2068.353",""
"United Kingdom","Electricity - Own use by pump-storage plants","2019","Kilowatt-hours, million","2360.452",""
"United Kingdom","Electricity - Own use by pump-storage plants","2018","Kilowatt-hours, million","3390.87",""
"United Kingdom","Electricity - Own use by pump-storage plants","2017","Kilowatt-hours, million","3859.19",""
"United Kingdom","Electricity - Own use by pump-storage plants","2016","Kilowatt-hours, million","4014",""
"United Kingdom","Electricity - Own use by pump-storage plants","2015","Kilowatt-hours, million","3711",""
"United Kingdom","Electricity - Own use by pump-storage plants","2014","Kilowatt-hours, million","3884",""
"United Kingdom","Electricity - Own use by pump-storage plants","2013","Kilowatt-hours, million","3930",""
"United Kingdom","Electricity - Own use by pump-storage plants","2012","Kilowatt-hours, million","3978",""
"United Kingdom","Electricity - Own use by pump-storage plants","2011","Kilowatt-hours, million","3843",""
"United Kingdom","Electricity - Own use by pump-storage plants","2010","Kilowatt-hours, million","4212",""
"United Kingdom","Electricity - Own use by pump-storage plants","2009","Kilowatt-hours, million","4843",""
"United Kingdom","Electricity - Own use by pump-storage plants","2008","Kilowatt-hours, million","5371",""
"United Kingdom","Electricity - Own use by pump-storage plants","2007","Kilowatt-hours, million","5071",""
"United Kingdom","Electricity - Own use by pump-storage plants","2006","Kilowatt-hours, million","4918",""
"United Kingdom","Electricity - Own use by pump-storage plants","2005","Kilowatt-hours, million","3707",""
"United Kingdom","Electricity - Own use by pump-storage plants","2004","Kilowatt-hours, million","3497",""
"United Kingdom","Electricity - Own use by pump-storage plants","2003","Kilowatt-hours, million","3546",""
"United Kingdom","Electricity - Own use by pump-storage plants","2002","Kilowatt-hours, million","3463",""
"United Kingdom","Electricity - Own use by pump-storage plants","2001","Kilowatt-hours, million","3210",""
"United Kingdom","Electricity - Own use by pump-storage plants","2000","Kilowatt-hours, million","3499",""
"United Kingdom","Electricity - Own use by pump-storage plants","1999","Kilowatt-hours, million","3774",""
"United Kingdom","Electricity - Own use by pump-storage plants","1998","Kilowatt-hours, million","2594",""
"United Kingdom","Electricity - Own use by pump-storage plants","1997","Kilowatt-hours, million","2477",""
"United Kingdom","Electricity - Own use by pump-storage plants","1996","Kilowatt-hours, million","2430",""
"United Kingdom","Electricity - Own use by pump-storage plants","1995","Kilowatt-hours, million","2282",""
"United Kingdom","Electricity - Own use by pump-storage plants","1994","Kilowatt-hours, million","2051",""
"United Kingdom","Electricity - Own use by pump-storage plants","1993","Kilowatt-hours, million","1948",""
"United Kingdom","Electricity - Own use by pump-storage plants","1992","Kilowatt-hours, million","2257",""
"United Kingdom","Electricity - Own use by pump-storage plants","1991","Kilowatt-hours, million","2109",""
"United Kingdom","Electricity - Own use by pump-storage plants","1990","Kilowatt-hours, million","2626",""
"United Kingdom","Electricity - Own use by electricity, heat and CHP plants","2022","Kilowatt-hours, million","-323910.198",""
"United Kingdom","Electricity - Own use by electricity, heat and CHP plants","2021","Kilowatt-hours, million","10156.64",""
"United Kingdom","Electricity - Own use by electricity, heat and CHP plants","2020","Kilowatt-hours, million","10745.652",""
"United Kingdom","Electricity - Own use by electricity, heat and CHP plants","2019","Kilowatt-hours, million","11247.704",""
"United Kingdom","Electricity - Own use by electricity, heat and CHP plants","2018","Kilowatt-hours, million","15404.699",""
"United Kingdom","Electricity - Own use by electricity, heat and CHP plants","2017","Kilowatt-hours, million","16580.146",""
"United Kingdom","Electricity - Own use by electricity, heat and CHP plants","2016","Kilowatt-hours, million","15333",""
"United Kingdom","Electricity - Own use by electricity, heat and CHP plants","2015","Kilowatt-hours, million","17641",""
"United Kingdom","Electricity - Own use by electricity, heat and CHP plants","2014","Kilowatt-hours, million","17380",""
"United Kingdom","Electricity - Own use by electricity, heat and CHP plants","2013","Kilowatt-hours, million","18905",""
"United Kingdom","Electricity - Own use by electricity, heat and CHP plants","2012","Kilowatt-hours, million","19245",""
"United Kingdom","Electricity - Own use by electricity, heat and CHP plants","2011","Kilowatt-hours, million","17560",""
"United Kingdom","Electricity - Own use by electricity, heat and CHP plants","2010","Kilowatt-hours, million","18009",""
"United Kingdom","Electricity - Own use by electricity, heat and CHP plants","2009","Kilowatt-hours, million","16819",""
"United Kingdom","Electricity - Own use by electricity, heat and CHP plants","2008","Kilowatt-hours, million","15508",""
"United Kingdom","Electricity - Own use by electricity, heat and CHP plants","2007","Kilowatt-hours, million","17694",""
"United Kingdom","Electricity - Own use by electricity, heat and CHP plants","2006","Kilowatt-hours, million","18504",""
"United Kingdom","Electricity - Own use by electricity, heat and CHP plants","2005","Kilowatt-hours, million","17873",""
"United Kingdom","Electricity - Own use by electricity, heat and CHP plants","2004","Kilowatt-hours, million","17023",""
"United Kingdom","Electricity - Own use by electricity, heat and CHP plants","2003","Kilowatt-hours, million","18126",""
"United Kingdom","Electricity - Own use by electricity, heat and CHP plants","2002","Kilowatt-hours, million","17126",""
"United Kingdom","Electricity - Own use by electricity, heat and CHP plants","2001","Kilowatt-hours, million","17398",""
"United Kingdom","Electricity - Own use by electricity, heat and CHP plants","2000","Kilowatt-hours, million","16304",""
"United Kingdom","Electricity - Own use by electricity, heat and CHP plants","1999","Kilowatt-hours, million","16706",""
"United Kingdom","Electricity - Own use by electricity, heat and CHP plants","1998","Kilowatt-hours, million","17409",""
"United Kingdom","Electricity - Own use by electricity, heat and CHP plants","1997","Kilowatt-hours, million","16559",""
"United Kingdom","Electricity - Own use by electricity, heat and CHP plants","1996","Kilowatt-hours, million","16081",""
"United Kingdom","Electricity - Own use by electricity, heat and CHP plants","1995","Kilowatt-hours, million","17416",""
"United Kingdom","Electricity - Own use by electricity, heat and CHP plants","1994","Kilowatt-hours, million","17500",""
"United Kingdom","Electricity - Own use by electricity, heat and CHP plants","1993","Kilowatt-hours, million","19296",""
"United Kingdom","Electricity - Own use by electricity, heat and CHP plants","1992","Kilowatt-hours, million","20241",""
"United Kingdom","Electricity - Own use by electricity, heat and CHP plants","1991","Kilowatt-hours, million","20111",""
"United Kingdom","Electricity - Own use by electricity, heat and CHP plants","1990","Kilowatt-hours, million","19609",""
"United Kingdom","Electricity - Other energy industry own use","2021","Kilowatt-hours, million","1116.03",""
"United Kingdom","Electricity - Other energy industry own use","2020","Kilowatt-hours, million","1065.067",""
"United Kingdom","Electricity - Other energy industry own use","2019","Kilowatt-hours, million","1173.141",""
"United Kingdom","Electricity - Other energy industry own use","2018","Kilowatt-hours, million","1387.26",""
"United Kingdom","Electricity - Other energy industry own use","2017","Kilowatt-hours, million","1529.047",""
"United Kingdom","Electricity - Other energy industry own use","2016","Kilowatt-hours, million","1499",""
"United Kingdom","Electricity - Other energy industry own use","2015","Kilowatt-hours, million","1365",""
"United Kingdom","Electricity - Other energy industry own use","2014","Kilowatt-hours, million","1249",""
"United Kingdom","Electricity - Other energy industry own use","2013","Kilowatt-hours, million","1360",""
"United Kingdom","Electricity - Other energy industry own use","2012","Kilowatt-hours, million","1410",""
"United Kingdom","Electricity - Other energy industry own use","2011","Kilowatt-hours, million","1432",""
"United Kingdom","Electricity - Other energy industry own use","2010","Kilowatt-hours, million","1561",""
"United Kingdom","Electricity - Other energy industry own use","2009","Kilowatt-hours, million","1626",""
"United Kingdom","Electricity - Other energy industry own use","2008","Kilowatt-hours, million","1770",""
"United Kingdom","Electricity - Other energy industry own use","2007","Kilowatt-hours, million","1970",""
"United Kingdom","Electricity - Other energy industry own use","2006","Kilowatt-hours, million","1709",""
"United Kingdom","Electricity - Other energy industry own use","2005","Kilowatt-hours, million","1782",""
"United Kingdom","Electricity - Other energy industry own use","2004","Kilowatt-hours, million","1884",""
"United Kingdom","Electricity - Other energy industry own use","2003","Kilowatt-hours, million","2325",""
"United Kingdom","Electricity - Other energy industry own use","2002","Kilowatt-hours, million","1861",""
"United Kingdom","Electricity - Other energy industry own use","2001","Kilowatt-hours, million","1654",""
"United Kingdom","Electricity - Other energy industry own use","2000","Kilowatt-hours, million","1713",""
"United Kingdom","Electricity - Other energy industry own use","1999","Kilowatt-hours, million","1561",""
"United Kingdom","Electricity - Other energy industry own use","1998","Kilowatt-hours, million","1640",""
"United Kingdom","Electricity - Other energy industry own use","1997","Kilowatt-hours, million","1435",""
"United Kingdom","Electricity - Other energy industry own use","1996","Kilowatt-hours, million","1594",""
"United Kingdom","Electricity - Other energy industry own use","1995","Kilowatt-hours, million","805",""
"United Kingdom","Electricity - Other energy industry own use","1994","Kilowatt-hours, million","20",""
"United Kingdom","Electricity - Other energy industry own use","1993","Kilowatt-hours, million","91",""
"United Kingdom","Electricity - Other energy industry own use","1992","Kilowatt-hours, million","286",""
"United Kingdom","Electricity - Other energy industry own use","1991","Kilowatt-hours, million","117",""
"United Kingdom","Electricity - Other energy industry own use","1990","Kilowatt-hours, million","118",""
"United Kingdom","Electricity - Losses","2022","Kilowatt-hours, million","26124.7",""
"United Kingdom","Electricity - Losses","2021","Kilowatt-hours, million","25340.707",""
"United Kingdom","Electricity - Losses","2020","Kilowatt-hours, million","26294.953",""
"United Kingdom","Electricity - Losses","2019","Kilowatt-hours, million","25724.927",""
"United Kingdom","Electricity - Losses","2018","Kilowatt-hours, million","25651.45",""
"United Kingdom","Electricity - Losses","2017","Kilowatt-hours, million","26834.961",""
"United Kingdom","Electricity - Losses","2016","Kilowatt-hours, million","26330",""
"United Kingdom","Electricity - Losses","2015","Kilowatt-hours, million","28607",""
"United Kingdom","Electricity - Losses","2014","Kilowatt-hours, million","27448",""
"United Kingdom","Electricity - Losses","2013","Kilowatt-hours, million","26550",""
